date,nyse_advances,nyse_declines,nyse_unchanged,nyse_new_highs,nyse_new_lows,nasdaq_advances,nasdaq_declines,nasdaq_new_highs,nasdaq_new_lows,nyse_ad_line,nyse_down_vol,nyse_trin,nyse_highs_alt
2010-10-26,,,,24.1521,8.24591,,,,,27.712,,,16.0057
2010-10-27,,,,24.1773,8.39268,,,,,27.3829,,,15.8086
2010-10-28,,,,24.251,8.76758,,,,,27.8731,,,15.8964
2010-10-29,,,,24.0687,8.81109,,,,,27.7894,,,15.7752
2010-11-01,,,,24.1075,8.75307,,,,,28.0468,,,15.7614
2010-11-02,,,,24.5168,8.83417,,,,,28.2204,,,15.9032
2010-11-03,,,,24.5963,8.95908,,,,,28.3759,,,15.849
2010-11-04,,,,25.1143,9.02219,,,,,28.3996,,,15.6384
2010-11-05,,,,25.0018,8.99016,,,,,28.5489,,,15.726
2010-11-08,,,,25.0067,8.99016,,,,,28.4478,,,15.6876
2010-11-09,,,,24.251,8.62167,,,,,28.2741,,,14.8594
2010-11-10,,,,24.3499,8.43054,,,,,28.3641,,,14.7186
2010-11-11,,,,24.3849,8.43845,,,,,28.2141,,,14.7668
2010-11-12,,,,24.221,8.20032,,,,,27.6339,,,14.6841
2010-11-15,,,,24.283,8.13118,,,,,27.5502,,,14.6841
2010-11-16,,,,23.3198,8.06223,,,,,27.0656,,,14.696
2010-11-17,,,,23.0444,8.37656,,,,,27.0656,,,14.7265
2010-11-18,,,,23.1919,8.91377,,,,,27.9568,,,14.95
2010-11-19,,,,23.3587,9.10603,,,,,27.9812,,,14.9116
2010-11-22,,,,23.3858,9.18328,,,,,27.7176,,,14.7954
2010-11-23,,,,23.3198,9.15877,,,,,27.3592,,,14.4862
2010-11-24,,,,23.7117,9.22095,,,,,27.9986,,,14.1051
2010-11-26,,,,23.8252,9.16631,,,,,28.0586,,,14.1396
2010-11-29,,,,23.7069,9.31326,,,,,27.7058,,,14.3168
2010-11-30,,,,22.8746,9.02125,,,,,27.3829,,,14.179
2010-12-01,,,,22.9261,9.13523,,,,,28.1486,,,14.176
2010-12-02,,,,22.7854,9.02879,,,,,28.3696,,,14.3976
2010-12-03,,,,22.8688,8.89136,,,,,28.5851,,,14.4261
2010-12-06,,,,22.7223,8.79818,,,,,28.5014,,,14.2716
2010-12-07,,,,22.7165,8.63005,,,,,28.6807,,,14.2568
2010-12-08,,,,22.442,8.37656,,,,,28.5314,,,14.2716
2010-12-09,,,,22.4731,8.38439,,,,,28.4715,,,14.2292
2010-12-10,,,,22.477,8.80647,,,,,28.7288,,,14.3759
2010-12-13,,,,22.5041,8.53764,,,,,28.6869,,,14.3307
2010-12-14,,,,22.3499,8.56854,,,,,28.7588,,,14.5335
2010-12-15,,,,22.151,8.8988,,,,,28.6869,,,14.6458
2010-12-16,,,,22.3499,8.97509,,,,,28.6207,,,15.0673
2010-12-17,,,,22.4692,8.64635,,,,,28.7044,,,15.0573
2010-12-20,,,,22.5041,8.56138,,,,,28.9499,,,14.8674
2010-12-21,,,,22.8281,8.64635,,,,,29.0454,,,15.0573
2010-12-22,,,,23.2063,8.64635,,,,,29.279,,,15.2277
2010-12-23,,,,23.4197,8.75307,,,,,29.2135,,,15.1736
2010-12-27,,,,23.5556,8.73017,,,,,29.5719,,,15.1401
2010-12-28,,,,23.8456,8.66,,,,,29.7874,,,15.211
2010-12-29,,,,23.6661,8.55856,,,,,29.9366,,,15.3616
2010-12-30,,,,23.4653,8.49592,,,,,29.7937,,,15.4581
2010-12-31,,,,23.4053,8.5595,,,,,29.8711,,,15.2819
2011-01-03,,,,23.9639,8.67631,,,,,30.1284,,,15.2198
2011-01-04,,,,23.5798,8.49959,,,,,30.1166,,,15.1666
2011-01-05,,,,23.6894,8.59905,,,,,30.2177,,,15.4454
2011-01-06,,,,23.8349,8.53764,,,,,29.8892,,,16.1602
2011-01-07,,,,23.7069,8.61451,,,,,29.62,,,15.9219
2011-01-10,,,,23.9222,8.51466,,,,,29.9966,,,15.9386
2011-01-11,,,,23.6894,8.44552,,,,,30.1758,,,15.9091
2011-01-12,,,,23.8611,8.60726,,,,,30.0866,,,16.0786
2011-01-13,,,,24.0221,8.95908,,,,,29.6556,,,16.0646
2011-01-14,,,,24.1725,8.94353,,,,,29.6138,,,16.4261
2011-01-18,,,,24.2006,8.88947,,,,,29.4764,,,16.2843
2011-01-19,,,,23.4081,9.04292,,,,,29.0817,,,15.8657
2011-01-20,,,,23.5866,8.85264,,,,,29.1953,,,16.1888
2011-01-21,,,,23.6719,8.93705,,,,,29.0935,,,16.1888
2011-01-24,,,,23.9639,8.99016,,,,,29.2909,,,16.3484
2011-01-25,,,,24.3189,9.23508,,,,,29.5064,,,16.3198
2011-01-26,,,,24.4178,9.21247,,,,,29.59,,,16.3965
2011-01-27,,,,24.3549,9.1503,,,,,29.4645,,,16.4724
2011-01-28,,,,23.638,9.42818,,,,,29.028,,,16.1888
2011-01-31,,,,23.7738,10.242,,,,,29.1535,,,15.8687
2011-02-01,,,,24.1211,10.5331,,,,,29.6856,,,16.0224
2011-02-02,,,,23.831,10.3174,,,,,29.4945,,,16.1218
2011-02-03,,,,23.799,9.74841,,,,,29.4582,,,15.9091
2011-02-04,,,,23.5448,10.0414,,,,,29.4826,,,15.8904
2011-02-07,,,,23.7894,10.0103,,,,,29.1235,,,16.0057
2011-02-08,,,,24.0434,10.4097,,,,,29.1835,,,15.9683
2011-02-09,,,,24.0434,10.4342,,,,,28.9798,,,15.8964
2011-02-10,,,,23.9814,10.5293,,,,,28.9736,,,15.9731
2011-02-11,,,,24.0338,10.9391,,,,,29.2553,,,16.1445
2011-02-14,,,,24.0289,10.794,,,,,29.2372,,,16.1218
2011-02-15,,,,23.9154,10.7375,,,,,29.2135,,,15.9543
2011-02-16,,,,24.0434,10.8157,,,,,29.4645,,,16.1445
2011-02-18,,,,24.0949,11.1398,,,,,29.2672,,,16.3345
2011-02-22,,,,23.6943,10.7235,,,,,28.5489,,,15.9161
2011-02-23,,,,23.4343,10.7309,,,,,27.9394,,,15.6462
2011-02-24,,,,23.4499,10.7545,,,,,28.6388,,,15.976
2011-02-25,,,,24.0289,10.8148,,,,,29.6856,,,15.9731
2011-02-28,,,,24.704,10.4889,,,,,29.8948,,,15.9663
2011-03-01,,,,24.6894,10.7526,,,,,28.9561,,,15.7624
2011-03-02,,,,24.8582,10.7855,,,,,28.8306,,,15.7703
2011-03-03,,,,25.0271,10.8544,,,,,29.4227,,,16.1652
2011-03-04,,,,24.8077,10.6452,,,,,28.8599,,,16.0825
2011-03-07,,,,24.5372,10.9315,,,,,29.0398,,,15.9543
2011-03-08,,,,24.8757,10.9928,,,,,29.2727,,,15.9259
2011-03-09,,,,24.9329,11.056,,,,,29.4164,,,15.9928
2011-03-10,,,,24.5915,10.7225,,,,,29.0579,,,15.8992
2011-03-11,,,,24.5837,10.7083,,,,,29.1416,,,15.9052
2011-03-14,,,,24.543,10.7159,,,,,28.998,,,15.5861
2011-03-15,,,,24.5168,10.4597,,,,,28.5614,,,15.5861
2011-03-16,,,,24.0851,10.3033,,,,,28.2378,,,15.6324
2011-03-17,,,,24.0134,10.0837,,,,,28.3397,,,15.6876
2011-03-18,,,,24.316,10.1799,,,,,27.6402,,,16.0253
2011-03-21,,,,24.6691,10.5755,,,,,28.9736,,,16.0459
2011-03-22,,,,24.543,10.5369,,,,,29.1772,,,16.0883
2011-03-23,,,,24.3791,10.7365,,,,,29.279,,,15.9131
2011-03-24,,,,24.3053,10.8374,,,,,29.5001,,,15.9189
2011-03-25,,,,24.5623,11.5504,,,,,29.6019,,,15.8687
2011-03-28,,,,24.51,11.3093,,,,,29.9066,,,15.9259
2011-03-29,,,,24.6962,11.5204,,,,,30.0803,,,15.8687
2011-03-30,,,,24.899,11.558,,,,,30.8641,,,15.9338
2011-03-31,,,,25.2423,11.4872,,,,,30.7979,,,15.9279
2011-04-01,,,,24.9164,11.5729,,,,,31.0971,,,16.1415
2011-04-04,,,,25.1075,11.5429,,,,,30.8941,,,16.112
2011-04-05,,,,24.9542,11.6748,,,,,30.6668,,,16.0825
2011-04-06,,,,24.9542,11.5729,,,,,30.535,,,16.1031
2011-04-07,,,,24.7118,11.6352,,,,,30.2477,,,16.112
2011-04-08,,,,24.4896,11.3574,,,,,29.59,,,16.2381
2011-04-11,,,,24.6012,11.2556,,,,,29.4701,,,16.8526
2011-04-12,,,,24.3423,11.1595,,,,,29.1172,,,16.8526
2011-04-13,,,,24.1531,11.0785,,,,,29.3446,,,16.5718
2011-04-14,,,,24.4324,10.9626,,,,,29.2846,,,16.632
2011-04-15,,,,24.6962,11.3414,,,,,29.2909,,,16.9027
2011-04-18,,,,24.6061,11.2641,,,,,28.4533,,,16.504
2011-04-19,,,,24.7166,11.0785,,,,,28.6451,,,16.5511
2011-04-20,,,,25.0076,11.1624,,,,,29.0398,,,16.7166
2011-04-21,,,,25.0163,10.907,,,,,29.2253,,,16.6831
2011-04-25,,,,25.0609,10.5293,,,,,29.0579,,,16.6113
2011-04-26,,,,25.4228,10.7781,,,,,29.3508,,,16.8476
2011-04-27,,,,25.5798,10.7225,,,,,29.6319,,,17.1214
2011-04-28,,,,25.9145,10.6378,,,,,29.62,,,16.9658
2011-04-29,,,,25.6196,11.0183,,,,,29.4527,,,16.9825
2011-05-02,,,,25.6186,12.3699,,,,,29.279,,,16.8732
2011-05-03,,,,25.4286,12.6385,,,,,29.3146,,,16.7875
2011-05-04,,,,25.159,12.4415,,,,,29.0154,,,16.624
2011-05-05,,,,24.7651,12.3276,,,,,29.0098,,,16.632
2011-05-06,,,,24.5372,12.3935,,,,,29.2428,,,16.5117
2011-05-09,,,,24.4809,13.262,,,,,29.9548,,,16.6694
2011-05-10,,,,24.9222,13.9477,,,,,30.4332,,,16.6762
2011-05-11,,,,24.5837,13.8772,,,,,29.991,,,16.749
2011-05-12,,,,24.8582,13.4692,,,,,30.1703,,,16.7944
2011-05-13,,,,24.4043,13.1678,,,,,29.7874,,,16.6959
2011-05-16,,,,24.4159,12.741,,,,,29.4164,,,16.5945
2011-05-17,,,,24.2482,12.5706,,,,,28.4233,,,16.6407
2011-05-18,,,,24.5585,12.7656,,,,,29.0398,,,16.8349
2011-05-19,,,,24.6555,13.3129,,,,,29.028,,,16.9115
2011-05-20,,,,24.3277,12.9257,,,,,28.7588,,,16.7658
2011-05-23,,,,23.9164,12.5781,,,,,28.6869,,,16.504
2011-05-24,,,,23.8679,12.9898,,,,,28.4478,,,16.5571
2011-05-25,,,,23.9251,13.6095,,,,,28.4833,,,16.564
2011-05-26,,,,24.1365,13.715,,,,,28.8599,,,16.5945
2011-05-27,,,,24.3053,13.9006,,,,,29.1535,,,16.7038
2011-05-31,,,,24.8223,14.8473,,,,,29.5482,,,16.8555
2011-06-01,,,,24.2482,14.2896,,,,,29.1835,,,16.7323
2011-06-02,,,,23.9523,14.5469,,,,,29.1354,,,16.7403
2011-06-03,,,,23.8039,14.0014,,,,,28.3996,,,16.3522
2011-06-06,,,,23.8,14.609,,,,,28.2323,,,16.3315
2011-06-07,,,,23.8184,14.6948,,,,,28.3641,,,16.4172
2011-06-08,,,,23.8398,14.7721,,,,,28.0649,,,16.9225
2011-06-09,,,,23.6283,15.2468,,,,,28.2678,,,16.8978
2011-06-10,,,,22.9367,15.0772,,,,,28.0231,,,16.632
2011-06-13,,,,22.7369,14.0797,,,,,28.2141,,,16.7106
2011-06-14,,,,23.088,14.5534,,,,,28.2804,,,16.7413
2011-06-15,,,,22.5662,14.2275,,,,,27.8313,,,16.7333
2011-06-16,,,,22.9677,13.9506,,,,,27.8675,,,16.8131
2011-06-17,,,,22.9677,12.9898,,,,,27.9986,,,16.8426
2011-06-20,,,,23.6661,13.0434,,,,,28.2204,,,17.1844
2011-06-21,,,,23.7738,13.831,,,,,28.5851,,,17.2779
2011-06-22,,,,23.6147,13.4476,,,,,28.537,,,17.3783
2011-06-23,,,,23.4653,13.2225,,,,,28.3934,,,17.2957
2011-06-24,,,,23.3256,13.2922,,,,,28.4178,,,16.9599
2011-06-27,,,,23.4925,13.7453,,,,,28.7288,,,16.9293
2011-06-28,,,,23.6593,14.3584,,,,,28.9861,,,17.3251
2011-06-29,,,,23.7903,13.8921,,,,,29.0817,,,17.4837
2011-06-30,,,,23.7282,14.2954,,,,,28.9617,,,17.6708
2011-07-01,,,,24.0134,14.8436,,,,,29.5601,,,17.9918
2011-07-05,,,,24.2026,14.2896,,,,,29.5182,,,17.9603
2011-07-06,,,,24.5643,14.7993,,,,,29.4826,,,17.7929
2011-07-07,,,,24.8262,15.0856,,,,,29.6856,,,17.9318
2011-07-08,,,,24.7146,14.6166,,,,,29.7574,,,17.7752
2011-07-11,,,,24.4314,14.7579,,,,,29.219,,,17.528
2011-07-12,,,,24.5643,14.6241,,,,,29.1891,,,17.5477
2011-07-13,,,,24.2442,14.951,,,,,29.2846,,,17.3783
2011-07-14,,,,24.0386,14.5704,,,,,28.657,,,17.1174
2011-07-15,,,,24.3936,14.9914,,,,,28.4478,,,17.2297
2011-07-18,,,,24.1424,14.6702,,,,,27.7002,,,16.7954
2011-07-19,,,,24.8689,15.1695,,,,,27.6939,,,17.1892
2011-07-20,,,,25.0774,14.9594,,,,,27.6402,,,17.0328
2011-07-21,,,,25.3888,15.0056,,,,,27.9631,,,17.2513
2011-07-22,,,,25.2433,14.8662,,,,,28.0886,,,17.1844
2011-07-25,,,,25.0736,14.3923,,,,,27.7713,,,16.8742
2011-07-26,,,,24.8699,13.9732,,,,,27.6102,,,16.6821
2011-07-27,,,,24.4314,13.6595,,,,,27.0537,,,16.4172
2011-07-28,,,,24.3791,13.863,,,,,26.9163,,,16.3414
2011-07-29,,,,24.2966,14.0137,,,,,26.4317,,,16.3493
2011-08-01,,,,22.7825,14.2746,,,,,26.1569,,,16.1819
2011-08-02,,,,22.2577,13.3223,,,,,25.1039,,,15.6925
2011-08-03,,,,22.1947,12.7796,,,,,25.3793,,,15.9052
2011-08-04,,,,21.7825,11.962,,,,,23.8779,,,15.2031
2011-08-05,,,,21.6874,11.5485,,,,,23.7461,,,15.0523
2011-08-08,,,,20.312,9.94438,,,,,21.5752,,,14.0086
2011-08-09,,,,22.4072,9.92736,,,,,23.6024,,,13.7831
2011-08-10,,,,21.4197,9.29913,,,,,22.4957,,,13.9958
2011-08-11,,,,22.5089,9.9528,,,,,23.8598,,,14.179
2011-08-12,,,,22.38,10.4747,,,,,23.8479,,,14.3149
2011-08-15,,,,23.1657,10.3955,,,,,24.751,,,15.086
2011-08-16,,,,23.059,10.177,,,,,24.6492,,,15.0476
2011-08-17,,,,23.1879,10.2014,,,,,24.781,,,14.9924
2011-08-18,,,,22.1414,9.83605,,,,,23.8779,,,14.4478
2011-08-19,,,,22.0357,9.77766,,,,,23.6624,,,14.2174
2011-08-22,,,,22.3014,9.78146,,,,,23.6024,,,14.173
2011-08-23,,,,23.313,10.4445,,,,,24.5237,,,14.757
2011-08-24,,,,23.4653,10.4285,,,,,24.9965,,,15.0593
2011-08-25,,,,23.2335,9.94438,,,,,24.3919,,,14.3966
2011-08-26,,,,23.7389,10.4992,,,,,24.5118,,,14.8112
2011-08-29,,,,24.3189,10.957,,,,,25.2475,,,15.338
2011-08-30,,,,24.2346,11.0258,,,,,25.3075,,,15.4965
2011-08-31,,,,24.4091,11.7568,,,,,25.8633,,,15.2435
2011-09-01,,,,23.8184,10.956,,,,,25.6185,,,14.8594
2011-09-02,,,,23.0794,10.4078,,,,,24.9665,,,14.2606
2011-09-06,,,,23.1627,10.6187,,,,,24.4755,,,14.2746
2011-09-07,,,,24.0687,10.6187,,,,,25.2475,,,14.825
2011-09-08,,,,23.802,10.5933,,,,,24.9302,,,14.307
2011-09-09,,,,23.2035,10.1846,,,,,24.069,,,13.9032
2011-09-12,,,,23.3062,10.438,,,,,23.9016,,,14.0874
2011-09-13,,,,23.4751,10.3891,,,,,24.0453,,,14.434
2011-09-14,,,,23.7816,10.7356,,,,,24.4755,,,14.5305
2011-09-15,,,,24.4751,10.4136,,,,,24.8291,,,14.7905
2011-09-16,,,,25.1094,10.1073,,,,,24.6373,,,14.6526
2011-09-19,,,,24.6089,10.422,,,,,24.5536,,,14.4409
2011-09-20,,,,24.3829,10.0688,,,,,24.6255,,,14.2233
2011-09-21,,,,23.2986,9.72306,,,,,23.7942,,,13.8609
2011-09-22,,,,23.2665,9.34435,,,,,23.0048,,,13.4749
2011-09-23,,,,23.283,9.8163,,,,,23.2677,,,13.7073
2011-09-26,,,,23.3266,9.66742,,,,,23.5306,,,13.9357
2011-09-27,,,,23.5032,10.3447,,,,,24.2963,,,14.0874
2011-09-28,,,,22.6496,10.2101,,,,,23.9253,,,13.662
2011-09-29,,,,23.252,10.1553,,,,,24.4044,,,14.0953
2011-09-30,,,,22.8204,9.85206,,,,,23.7161,,,13.8835
2011-10-03,,,,21.9726,9.53458,,,,,22.2928,,,13.1263
2011-10-04,,,,23.4129,9.72306,,,,,22.9867,,,13.7024
2011-10-05,,,,23.0978,9.72306,,,,,23.3333,,,13.6856
2011-10-06,,,,23.318,10.5859,,,,,23.5188,,,14.185
2011-10-07,,,,22.1618,10.3287,,,,,22.7712,,,13.7851
2011-10-10,,,,23.2131,11.3574,,,,,23.3158,,,14.3208
2011-10-11,,,,22.7467,11.1453,,,,,23.0759,,,14.5266
2011-10-12,,,,23.088,11.5372,,,,,23.555,,,14.887
2011-10-13,,,,22.6544,11.459,,,,,23.6624,,,14.956
2011-10-14,,,,22.8534,11.5694,,,,,24.1171,,,15.4434
2011-10-17,,,,22.3616,11.0973,,,,,24.069,,,14.7984
2011-10-18,,,,22.896,11.2151,,,,,24.5955,,,15.21
2011-10-19,,,,22.7427,10.7422,,,,,24.3082,,,14.7826
2011-10-20,,,,22.866,10.3287,,,,,24.2363,,,15.0071
2011-10-21,,,,23.3266,10.438,,,,,24.9128,,,15.724
2011-10-24,,,,23.8475,10.908,,,,,25.3968,,,16.0412
2011-10-25,,,,23.2986,10.568,,,,,25.0021,,,15.5547
2011-10-26,,,,23.5594,11.1521,,,,,24.5836,,,15.851
2011-10-27,,,,24.6904,11.4666,,,,,25.1039,,,16.2971
2011-10-28,,,,24.4218,11.8199,,,,,24.4337,,,16.3808
2011-10-31,,,,24.2084,11.427,,,,,23.8479,,,15.9269
2011-11-01,,,,23.2316,11.3101,,,,,23.1303,,,15.2277
2011-11-02,,,,23.6827,11.5146,,,,,23.5606,,,15.5635
2011-11-03,,,,23.8359,11.8358,,,,,24.41,,,16.1505
2011-11-04,,,,23.5634,11.2734,,,,,24.2489,,,16.3148
2011-11-07,,,,23.5808,10.7771,,,,,24.8228,,,16.4921
2011-11-08,,,,23.7534,10.9956,,,,,25.2712,,,16.5473
2011-11-09,,,,22.9135,10.2176,,,,,25.092,,,15.5172
2011-11-10,,,,22.9843,10.3372,,,,,25.2238,,,15.7536
2011-11-11,,,,23.51,10.6745,,,,,26.0188,,,16.2213
2011-11-14,,,,23.0492,10.6745,,,,,25.4093,,,16.2292
2011-11-15,,,,23.3849,10.9871,,,,,25.7496,,,16.5324
2011-11-16,,,,23.1685,10.7055,,,,,25.4567,,,16.1475
2011-11-17,,,,22.9843,10.6745,,,,,25.4268,,,15.8423
2011-11-18,,,,23.3198,10.471,,,,,25.4093,,,16.0115
2011-11-21,,,,22.8126,10.1638,,,,,24.8709,,,15.6856
2011-11-22,,,,22.7525,9.8163,,,,,24.8709,,,15.3991
2011-11-23,,,,22.2209,9.37637,,,,,24.0216,,,14.9904
2011-11-25,,,,22.1996,9.19457,,,,,23.896,,,14.7885
2011-11-28,,,,22.5167,9.61188,,,,,24.5774,,,15.9506
2011-11-29,,,,22.4266,9.88505,,,,,25.0739,,,15.8303
2011-11-30,,,,22.9212,10.7781,,,,,26.1506,,,17.1499
2011-12-01,,,,22.4168,10.3532,,,,,25.7559,,,16.758
2011-12-02,,,,22.7331,10.2572,,,,,25.7141,,,16.5758
2011-12-05,,,,23.0133,10.3899,,,,,25.7796,,,16.8376
2011-12-06,,,,23.2568,10.6696,,,,,25.9651,,,16.7816
2011-12-07,,,,23.5634,10.6142,,,,,25.7915,,,16.8643
2011-12-08,,,,23.1356,9.93864,,,,,24.7573,,,16.0756
2011-12-09,,,,23.6797,10.2101,,,,,25.3549,,,16.5926
2011-12-12,,,,23.3975,9.90014,,,,,25.0265,,,16.4261
2011-12-13,,,,23.1589,9.88505,,,,,25.0021,,,16.0599
2011-12-14,,,,23.4129,10.0894,,,,,24.751,,,15.8687
2011-12-15,,,,23.798,10.1761,,,,,24.7928,,,16.1966
2011-12-16,,,,23.9513,10.9061,,,,,25.2775,,,16.1356
2011-12-19,,,,23.6031,10.7394,,,,,24.8709,,,15.9751
2011-12-20,,,,24.2559,10.877,,,,,25.5286,,,16.885
2011-12-21,,,,24.3325,10.9863,,,,,25.8933,,,17.0179
2011-12-22,,,,24.3917,11.1934,,,,,26.1925,,,16.9825
2011-12-23,,,,24.5623,11.2019,,,,,26.2343,,,17.0179
2011-12-27,,,,24.7244,11.0586,,,,,26.1743,,,17.3478
2011-12-28,,,,24.3616,10.6612,,,,,25.7259,,,16.8506
2011-12-29,,,,24.4926,10.4558,,,,,25.9595,,,17.1607
2011-12-30,,,,24.2859,10.2873,,,,,26.0969,,,16.9973
2012-01-03,,,,24.6798,10.5096,,,,,26.0188,,,17.2011
2012-01-04,,,,24.1327,10.4239,,,,,25.9351,,,17.0179
2012-01-05,,,,24.3549,10.4323,,,,,25.5404,,,17.0789
2012-01-06,,,,24.1385,10.4399,,,,,25.7441,,,17.0475
2012-01-09,,,,24.2035,10.3899,,,,,25.6541,,,16.9884
2012-01-10,,,,24.5983,10.6462,,,,,26.3298,,,17.0938
2012-01-11,,,,24.8136,10.6612,,,,,26.8508,,,17.0475
2012-01-12,,,,24.867,10.5972,,,,,27.4603,,,17.2011
2012-01-13,,,,24.8514,10.3984,,,,,27.4366,,,17.0248
2012-01-17,,,,25.123,10.3485,,,,,27.1974,,,17.0957
2012-01-18,,,,25.5197,10.6696,,,,,27.2336,,,17.2907
2012-01-19,,,,25.8602,10.5585,,,,,27.3173,,,17.2907
2012-01-20,,,,25.8602,10.6462,,,,,27.5384,,,17.8619
2012-01-23,,,,25.7855,10.7394,,,,,27.6158,,,17.8096
2012-01-24,,,,25.8602,11.0258,,,,,27.5865,,,17.8155
2012-01-25,,,,26.0774,11.153,,,,,27.9749,,,17.9328
2012-01-26,,,,26.5052,11.2386,,,,,27.3891,,,17.9692
2012-01-27,,,,26.6604,11.232,,,,,27.4666,,,17.8845
2012-01-30,,,,26.736,11.0663,,,,,27.4484,,,17.6708
2012-01-31,,,,26.7342,10.9645,,,,,27.4366,,,17.8569
2012-02-01,,,,27.5014,11.2386,,,,,27.9631,,,18.1957
2012-02-02,,,,27.4704,11.2556,,,,,27.9394,,,17.8619
2012-02-03,,,,28.1096,11.7877,,,,,28.4777,,,18.1405
2012-02-06,,,,27.9767,11.8971,,,,,28.3878,,,17.6797
2012-02-07,,,,27.5198,12.0205,,,,,28.3934,,,17.9328
2012-02-08,,,,27.4519,12.0677,,,,,28.2804,,,18.045
2012-02-09,,,,27.2919,12.0119,,,,,27.9687,,,18.045
2012-02-10,,,,27.1357,11.7162,,,,,27.5865,,,17.9386
2012-02-13,,,,27.5053,12.4934,,,,,27.885,,,17.9859
2012-02-14,,,,27.0494,12.3737,,,,,27.8013,,,17.9012
2012-02-15,,,,26.9049,12.2013,,,,,27.9631,,,17.6363
2012-02-16,,,,26.4033,12.5414,,,,,28.5433,,,18.1405
2012-02-17,,,,26.2734,12.3643,,,,,28.6988,,,18.0381
2012-02-21,,,,26.2433,12.0902,,,,,28.7825,,,17.6935
2012-02-22,,,,26.0328,12.0431,,,,,28.1486,,,17.4837
2012-02-23,,,,26.5168,12.351,,,,,28.2922,,,17.6708
2012-02-24,,,,26.2734,12.0205,,,,,27.0956,,,17.7555
2012-02-27,,,,26.2928,12.06,,,,,27.0237,,,17.8619
2012-02-28,,,,26.0638,12.0205,,,,,26.7908,,,17.7486
2012-02-29,,,,26.028,11.7378,,,,,25.804,,,17.4926
2012-03-01,,,,26.1823,11.7087,,,,,25.9233,,,17.534
2012-03-02,,,,25.8883,11.0615,,,,,25.5704,,,17.3331
2012-03-05,,,,26.3917,11.2943,,,,,25.4449,,,17.534
2012-03-06,,,,26.1841,11.3008,,,,,24.8584,,,17.3498
2012-03-07,,,,26.319,11.4759,,,,,25.2775,,,17.3892
2012-03-08,,,,26.1987,11.315,,,,,25.4867,,,17.6266
2012-03-09,,,,26.5062,11.445,,,,,25.6422,,,17.655
2012-03-12,,,,26.6963,11.2847,,,,,25.5823,,,17.7939
2012-03-13,,,,27.1794,11.4845,,,,,26.0432,,,18.1573
2012-03-14,,,,26.995,11.2603,,,,,25.4686,,,17.7476
2012-03-15,,,,26.7982,11.3075,,,,,25.3431,,,17.8609
2012-03-16,,,,26.9,11.46,,,,,25.3668,,,17.6393
2012-03-19,,,,27.2269,11.6833,,,,,25.1401,,,17.6688
2012-03-20,,,,27.3151,11.5005,,,,,24.8884,,,17.6481
2012-03-21,,,,27.2395,11.5891,,,,,25.0383,,,17.6688
2012-03-22,,,,26.9728,11.46,,,,,24.7573,,,17.6481
2012-03-23,,,,27.0659,11.8367,,,,,24.661,,,17.5999
2012-03-26,,,,27.3481,12.4038,,,,,24.9602,,,17.7329
2012-03-27,,,,27.2715,12.1306,,,,,24.4637,,,17.6333
2012-03-28,,,,27.1794,12.0365,,,,,24.1645,,,17.6688
2012-03-29,,,,27.0067,12.0119,,,,,24.4818,,,17.7555
2012-03-30,,,,27.2987,11.9244,,,,,24.4818,,,17.6166
2012-04-02,,,,27.6149,12.0045,,,,,24.3681,,,17.6845
2012-04-03,,,,27.4606,11.7482,,,,,24.3144,,,17.5694
2012-04-04,,,,27.2259,11.5475,,,,,24.1171,,,17.269
2012-04-05,,,,27.0979,11.6606,,,,,24.0034,,,17.0799
2012-04-09,,,,26.9728,11.7482,,,,,23.5724,,,16.7087
2012-04-10,,,,26.4626,11.7803,,,,,23.214,,,16.2675
2012-04-11,,,,26.6565,11.9338,,,,,23.6206,,,16.502
2012-04-12,,,,26.9262,11.7955,,,,,23.7879,,,16.6664
2012-04-13,,,,26.8321,11.0918,,,,,23.6924,,,16.4221
2012-04-16,,,,27.0009,11.0531,,,,,23.6861,,,16.6427
2012-04-17,,,,27.1027,11.8688,,,,,23.8716,,,16.884
2012-04-18,,,,26.7342,11.3234,,,,,23.2196,,,16.6664
2012-04-19,,,,26.6285,10.8026,,,,,23.1422,,,16.5098
2012-04-20,,,,26.9912,11.2349,,,,,23.3751,,,16.3897
2012-04-23,,,,26.6285,10.6029,,,,,22.9867,,,16.111
2012-04-24,,,,26.9398,10.7809,,,,,23.2677,,,16.0666
2012-04-25,,,,27.4316,10.8195,,,,,23.4413,,,16.1425
2012-04-26,,,,27.6052,11.524,,,,,23.3158,,,16.2105
2012-04-27,,,,27.7895,11.5317,,,,,23.2021,,,16.1898
2012-04-30,,,,27.6838,11.2603,,,,,23.4588,,,16.0736
2012-05-01,,,,27.5393,10.8893,,,,,23.3514,,,15.9131
2012-05-02,,,,27.4548,11.0191,,,,,23.4351,,,15.9189
2012-05-03,,,,27.3219,10.9937,,,,,24.2308,,,15.7939
2012-05-04,,,,27.1794,10.8026,,,,,23.9079,,,15.4512
2012-05-07,,,,27.4946,10.843,,,,,24.1771,,,15.4424
2012-05-08,,,,27.676,10.892,,,,,23.9434,,,15.6748
2012-05-09,,,,27.546,10.3636,,,,,23.7642,,,15.2682
2012-05-10,,,,27.6954,10.6716,,,,,23.5006,,,15.3203
2012-05-11,,,,27.4548,10.3409,,,,,23.4651,,,15.1135
